75 20
2 24 19 5 23 41 50 69 39 27 26 53 50 84 48 58 57 12 15 83 59 10 27 29 56 78 46 11 57 32 9 87 89 64 86 51 85 36 76 5 46 47 81 48 70 96 100 80 59 85 33 1 11 13 80 10 28 80 41 9 8 86 16 98 53 31 6 75 62 15 9 41 35 39 26
7 5 59 16 51 62 72 30 9 8 50 83 81 43 91 75 67 67 97 6 68 80 67 76 82 82 100 13 59 92 94 67 43 76 45 55 36 42 54 75 36 91 20 28 44 23 45 14 60 38 27 32 84 35 67 84 15 16 65 68 54 79 21 85 2 25 34 35 57 54 6 18 19 65 35
42 56 78 63 91 67 19 3 99 10 68 26 64 87 24 31 87 96 88 19 67 38 61 90 6 13 41 26 40 65 63 18 42 71 66 12 21 29 96 8 77 38 52 5 9 98 35 4 17 10 44 4 2 74 80 6 64 89 42 10 2 56 31 15 17 74 47 21 8 44 89 30 76 66 58
87 22 7 77 95 46 40 15 30 71 50 3 90 98 37 43 78 27 100 35 92 57 40 78 33 88 57 35 37 81 84 88 61 95 6 37 56 54 48 81 21 58 11 21 56 8 94 56 61 3 97 86 37 43 20 11 83 29 64 32 100 60 28 48 87 36 13 60 44 57 17 66 71 24 43
4 71 62 70 12 30 92 90 40 86 93 55 89 36 64 66 58 82 6 22 47 23 18 23 56 59 100 66 23 30 35 11 57 95 75 71 79 24 55 44 91 18 73 32 91 75 31 34 81 96 28 49 59 81 63 79 27 31 38 23 84 44 52 81 30 22 5 53 65 63 97 39 89 69 28
93 83 74 88 76 10 88 35 98 51 92 45 58 5 85 19 58 74 66 58 97 57 37 60 75 54 97 98 33 95 38 43 14 81 98 46 28 75 41 6 75 77 67 25 55 87 75 1 67 4 67 34 12 29 41 26 90 62 98 76 1 3 37 83 45 52 60 48 21 9 65 71 30 73 53
7 71 7 46 41 72 45 88 57 31 15 38 56 48 18 96 38 22 54 62 3 54 22 36 50 45 24 23 96 62 58 45 9 60 35 94 23 34 62 69 39 85 42 70 57 12 72 98 76 16 55 53 97 97 89 34 19 54 74 42 43 87 11 76 68 97 100 37 95 84 40 25 23 47 32
21 31 99 35 77 84 43 64 84 64 88 70 43 70 36 52 54 3 84 10 16 62 35 45 29 48 87 77 30 76 8 43 22 14 11 29 10 23 59 35 94 2 52 62 72 51 91 9 46 71 75 76 15 61 5 63 80 21 79 71 40 52 99 100 95 53 64 48 45 24 75 17 91 65 31
14 80 47 82 78 52 46 27 87 44 40 42 42 57 30 27 41 90 14 83 86 43 95 8 77 16 70 31 62 87 30 40 90 78 28 88 32 58 90 76 89 28 16 2 59 86 6 67 44 33 60 72 42 70 78 15 55 95 60 98 82 10 7 19 22 14 17 80 77 6 91 80 46 88 30
29 47 35 93 45 37 45 66 24 67 68 27 67 35 6 78 74 43 58 17 45 89 24 46 81 75 3 26 67 99 52 80 63 6 39 16 17 47 35 36 29 20 38 38 99 26 49 23 27 65 68 91 12 37 95 42 55 42 30 75 56 79 72 91 15 49 23 90 32 52 81 72 6 88 47
